"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
19, 9.035800099370001e-01, -1.319055953446835e-02, 8.658799087384387e-01, 1.153849096854637e+03, 1.487249858572786e+02, 1.241708205743250e+06, 1.840563588472572e+05, 7.404973502588273e+02, 2.462967944881590e+00, 4.665685881907987e-02
20, 8.940600156780000e-01, -1.440916392228702e-02, 8.711011989406789e-01, 1.159864656205291e+03, 1.477951432334649e+02, 1.248748077721913e+06, 1.856139037031193e+05, 7.422876560023740e+02, 2.457543645332729e+00, 4.753524582319652e-02
21, 8.841500282290000e-01, -1.566269158090452e-02, 8.768971471556086e-01, 1.166705844139050e+03, 1.468737336825663e+02, 1.256631831796566e+06, 1.872738026173311e+05, 7.439756424682453e+02, 2.452442352651856e+00, 4.847135602824357e-02
22, 8.738499879840000e-01, -1.694956337677533e-02, 8.825868405408344e-01, 1.173252802436142e+03, 1.458853989924264e+02, 1.264304350375002e+06, 1.889699772964127e+05, 7.458744118780598e+02, 2.446719026340626e+00, 4.942792417407222e-02
23, 8.631799817090000e-01, -1.826569132102762e-02, 8.886108457550840e-01, 1.180212056351170e+03, 1.448659958771933e+02, 1.272441099255179e+06, 1.907524023808259e+05, 7.478056669234923e+02, 2.440913935655172e+00, 5.043313376663546e-02
24, 8.521599769590000e-01, -1.960709133914372e-02, 8.951483596680503e-01, 1.187889270366688e+03, 1.438489902148106e+02, 1.281324692543918e+06, 1.926335301887420e+05, 7.496649542664172e+02, 2.435340453030788e+00, 5.149400736737771e-02
25, 8.407700061800000e-01, -2.097463226217677e-02, 9.013648318995525e-01, 1.194878034937506e+03, 1.427376554089401e+02, 1.289649090430101e+06, 1.945452237612546e+05, 7.518830749745331e+02, 2.428710782222592e+00, 5.257211871911720e-02
26, 8.290500044819999e-01, -2.236196298315981e-02, 9.087087222537528e-01, 1.203595909335526e+03, 1.416805658918701e+02, 1.299671676807831e+06, 1.966151440973543e+05, 7.537418244722273e+02, 2.423171415013751e+00, 5.373946302765742e-02
27, 8.170099854470000e-01, -2.376642068849115e-02, 9.152577952154404e-01, 1.210833683449348e+03, 1.404925830972156e+02, 1.308397462066216e+06, 1.986731132287269e+05, 7.561814268849726e+02, 2.415923238435733e+00, 5.490006738076315e-02
28, 8.046399950980000e-01, -2.518763605296113e-02, 9.232236070659777e-01, 1.220275156168753e+03, 1.393756836496762e+02, 1.319268741580043e+06, 2.009184010304604e+05, 7.581290837294079e+02, 2.410154625058390e+00, 5.616631125047995e-02
29, 7.919700145720000e-01, -2.662062628442961e-02, 9.304448945098819e-01, 1.228363330154800e+03, 1.381461144047713e+02, 1.328938840921763e+06, 2.031389295777159e+05, 7.605588912119687e+02, 2.402980147319898e+00, 5.741859198630483e-02
30, 7.790099978450000e-01, -2.806276676215449e-02, 9.381536191645510e-01, 1.237117460330054e+03, 1.368718077278121e+02, 1.339310979838114e+06, 2.054600363420208e+05, 7.629283399037190e+02, 2.396007406001343e+00, 5.872759442643307e-02
31, 7.657799720760000e-01, -2.951033727360171e-02, 9.462922839187496e-01, 1.246372327807383e+03, 1.355582264032127e+02, 1.350270167114427e+06, 2.079020372751990e+05, 7.653565292891218e+02, 2.388885680059357e+00, 6.010477587688784e-02
32, 7.522799968720000e-01, -3.096181144522562e-02, 9.549492023852831e-01, 1.256347088274654e+03, 1.342177524536336e+02, 1.361981313300981e+06, 2.104454401974678e+05, 7.676965610304162e+02, 2.382045182564067e+00, 6.153914360295673e-02
33, 7.385200262070000e-01, -3.241453277608040e-02, 9.628369193724142e-01, 1.264842872961517e+03, 1.327526933742345e+02, 1.372421992105284e+06, 2.129927372755720e+05, 7.706237785066087e+02, 2.373519220798026e+00, 6.297570746216742e-02
34, 7.245299816130000e-01, -3.386376679305321e-02, 9.729256240115699e-01, 1.276849520445142e+03, 1.313281268800711e+02, 1.386224995184910e+06, 2.158018734920537e+05, 7.726911078890964e+02, 2.367518403485475e+00, 6.455993711440765e-02
35, 7.103199958800001e-01, -3.530689307158652e-02, 9.807638941650413e-01, 1.284928872824810e+03, 1.297044475569363e+02, 1.396463582181852e+06, 2.184698430029075e+05, 7.759922297156374e+02, 2.357971250147600e+00, 6.606455493449369e-02
36, 6.958900094030001e-01, -3.674225211597043e-02, 9.910118007666040e-01, 1.296745881391525e+03, 1.280904269324447e+02, 1.410342224533069e+06, 2.214654832640516e+05, 7.784981192520216e+02, 2.350752430064294e+00, 6.775396469017043e-02
37, 6.812700033190000e-01, -3.816515293304169e-02, 1.000955020257742e+00, 1.307871932169445e+03, 1.263643470206178e+02, 1.423678731891423e+06, 2.245015582014645e+05, 7.813311568736788e+02, 2.342620436463549e+00, 6.946617783029968e-02
38, 6.664699912070000e-01, -3.957289370556494e-02, 1.010332469191317e+00, 1.317787529561232e+03, 1.245138240055322e+02, 1.436036566927415e+06, 2.275847031839403e+05, 7.847098485137989e+02, 2.332962351501398e+00, 7.120493641193636e-02
39, 6.514999866490000e-01, -4.096270419333766e-02, 1.022319045257685e+00, 1.331780300971930e+03, 1.226014218049898e+02, 1.452344617753410e+06, 2.310138410911580e+05, 7.871942170609940e+02, 2.325888291848853e+00, 7.313881983217121e-02
40, 6.363800168040000e-01, -4.233084266562091e-02, 1.031621846710864e+00, 1.340972039224292e+03, 1.205136458633405e+02, 1.464363910477315e+06, 2.343126133281295e+05, 7.912349865258508e+02, 2.314431811522943e+00, 7.499918273060775e-02
41, 6.211299896240000e-01, -4.367359094194759e-02, 1.045105847987031e+00, 1.356805554199100e+03, 1.183351972872052e+02, 1.482752077763431e+06, 2.381273067690038e+05, 7.937418289150438e+02, 2.307354718985945e+00, 7.715050256614366e-02
42, 6.057599782940000e-01, -4.498807223669178e-02, 1.055012682033385e+00, 1.366298176038627e+03, 1.159890977197629e+02, 1.495448836837780e+06, 2.417432172090589e+05, 7.982280089990353e+02, 2.294746994014214e+00, 7.918971750537322e-02
43, 5.902799963950000e-01, -4.627132533375768e-02, 1.069858535144960e+00, 1.383622541943395e+03, 1.134726804255896e+02, 1.515661155603857e+06, 2.459761952482374e+05, 8.009346253343293e+02, 2.287175573372053e+00, 8.157693151358075e-02
44, 5.747100114820000e-01, -4.751950934859488e-02, 1.080669757476109e+00, 1.393782044378956e+03, 1.108132843331294e+02, 1.529453444030194e+06, 2.499857489857079e+05, 8.058470099175792e+02, 2.273500301991170e+00, 8.383814401224232e-02
45, 5.590599775310000e-01, -4.872955796694115e-02, 1.097001576102291e+00, 1.412659249165191e+03, 1.078850738998179e+02, 1.551630368223205e+06, 2.547009240368620e+05, 8.088232268305308e+02, 2.265256189090391e+00, 8.649729599202681e-02
46, 5.433599948880000e-01, -4.989683951066199e-02, 1.108852396827712e+00, 1.423570802923331e+03, 1.048480008590097e+02, 1.566678910442027e+06, 2.591660350281024e+05, 8.142067345995475e+02, 2.250421564647376e+00, 8.901542280672657e-02
47, 5.276100039480000e-01, -5.101897737545535e-02, 1.126774164633244e+00, 1.444041714706872e+03, 1.014253325645571e+02, 1.590935400978771e+06, 2.644196662837247e+05, 8.174989761773764e+02, 2.241398170628762e+00, 9.197824047582374e-02
48, 5.118399858470000e-01, -5.209138375948307e-02, 1.139722367864926e+00, 1.455677785130249e+03, 9.792919844194931e+01, 1.607287948500333e+06, 2.693877306028032e+05, 8.233966301977260e+02, 2.225324448327985e+00, 9.478001091413245e-02
49, 4.960500001910000e-01, -5.311153541819326e-02, 1.159394572896855e+00, 1.477838253766552e+03, 9.390347411774712e+01, 1.633813267859463e+06, 2.752548170088903e+05, 8.270542736607737e+02, 2.215413263368620e+00, 9.808879038956135e-02
50, 4.802699983120000e-01, -5.407492053959814e-02, 1.173793497557027e+00, 1.490563024976254e+03, 8.983279500127297e+01, 1.651940141108193e+06, 2.808373249500456e+05, 8.334767192623867e+02, 2.198114720712019e+00, 1.012370800888489e-01
51, 4.645099937920000e-01, -5.497835513414191e-02, 1.195681164845484e+00, 1.514911187541387e+03, 8.507419836552312e+01, 1.681359086408087e+06, 2.874587820033801e+05, 8.375110357700338e+02, 2.187315405279253e+00, 1.049712915319898e-01
52, 4.487800002100000e-01, -5.581859897363720e-02, 1.212345656622059e+00, 1.529792924364151e+03, 8.029854659288139e+01, 1.702424225603940e+06, 2.938335240498043e+05, 8.443164060785102e+02, 2.169212932136406e+00, 1.085663665290920e-01
53, 4.331099987030000e-01, -5.659141825851464e-02, 1.235126297203145e+00, 1.553850427745343e+03, 7.479877640761404e+01, 1.732599099305246e+06, 3.011694294874878e+05, 8.494344357347844e+02, 2.155691782266139e+00, 1.127034955341654e-01
54, 4.174999892710000e-01, -5.729416860686566e-02, 1.255903168001322e+00, 1.573780846949222e+03, 6.903370257801137e+01, 1.759401366805843e+06, 3.085785184350691e+05, 8.559332133264438e+02, 2.138635307744735e+00, 1.168818968299005e-01
55, 4.019699990750000e-01, -5.792324246601335e-02, 1.278582353634401e+00, 1.595783953314889e+03, 6.272620555198230e+01, 1.788767851860038e+06, 3.165557559903465e+05, 8.624856020117129e+02, 2.121562670990948e+00, 1.213807090284285e-01
56, 3.865399956700000e-01, -5.847520956655861e-02, 1.303989089074112e+00, 1.621208293792188e+03, 5.561844081828647e+01, 1.821965974119969e+06, 3.251925613149533e+05, 8.687543465413148e+02, 2.105343390486847e+00, 1.262514885284006e-01
57, 3.712300062180000e-01, -5.894684318665333e-02, 1.327694280662776e+00, 1.642456935314544e+03, 4.841350957087375e+01, 1.852080805682512e+06, 3.341108817130608e+05, 8.766432261376738e+02, 2.085087129948738e+00, 1.312810301860693e-01
58, 3.560400009160000e-01, -5.933561549045978e-02, 1.357153440871597e+00, 1.672044462441179e+03, 3.992782363479279e+01, 1.890667003234186e+06, 3.440323654167835e+05, 8.830813128981122e+02, 2.068680722552864e+00, 1.368763119618109e-01
59, 3.409900069240000e-01, -5.963847719943702e-02, 1.383106176629583e+00, 1.695062490439750e+03, 3.132343638424864e+01, 1.923607988443359e+06, 3.538253559477269e+05, 8.911766045854939e+02, 2.048205831947918e+00, 1.423991292222210e-01
60, 3.261100053790000e-01, -5.985254444802346e-02, 1.413220724329412e+00, 1.723666419897718e+03, 2.180818342763768e+01, 1.962535140480072e+06, 3.644850513746901e+05, 8.984627353906725e+02, 2.029920836033118e+00, 1.484107300410646e-01
61, 3.113999962810000e-01, -5.997565198183213e-02, 1.444148228141395e+00, 1.753032529456696e+03, 1.112936206620461e+01, 2.002542454594884e+06, 3.754032045058878e+05, 9.055585785213884e+02, 2.012240267297684e+00, 1.545680896723488e-01
62, 2.968699932100000e-01, -6.000550062925582e-02, 1.473192781515605e+00, 1.778201851664290e+03, 5.537475998042041e-01, 2.039316182689034e+06, 3.864544631156296e+05, 9.138377413654789e+02, 1.991765046342305e+00, 1.608005149571772e-01
63, 2.825500071050000e-01, -5.994005483718394e-02, 1.508951571237595e+00, 1.813287937770713e+03, -1.237058259393026e+01, 2.086051890042215e+06, 3.985994560819085e+05, 9.202201641440054e+02, 1.976090632062358e+00, 1.676497584614761e-01
64, 2.684499919410000e-01, -5.977765596976551e-02, 1.538831169955184e+00, 1.837144246746883e+03, -2.454057100919161e+01, 2.123276480462634e+06, 4.105748440550049e+05, 9.294621464960923e+02, 1.953558078166662e+00, 1.744033521863904e-01
65, 2.545700073240000e-01, -5.951657836311273e-02, 1.579899055361626e+00, 1.876916846734050e+03, -3.983717730829348e+01, 2.176878283345116e+06, 4.245957392474884e+05, 9.362172474623593e+02, 1.937208339927187e+00, 1.823105222924753e-01
66, 2.409400045870000e-01, -5.915585896897953e-02, 1.613245529264392e+00, 1.901659109941222e+03, -5.433765472032304e+01, 2.217911138022420e+06, 4.384714465516612e+05, 9.468282172783497e+02, 1.911723052118820e+00, 1.901358127956921e-01
67, 2.275699973110000e-01, -5.869456802648413e-02, 1.660661427818434e+00, 1.945396152164332e+03, -7.225683457266632e+01, 2.279197844531535e+06, 4.552601260244267e+05, 9.550120714707514e+02, 1.892226151516862e+00, 1.996038918751834e-01
68, 2.144699990750000e-01, -5.813197420944613e-02, 1.699460865101906e+00, 1.972267105873326e+03, -8.977866074306229e+01, 2.326476505558877e+06, 4.718689187911958e+05, 9.672540329278468e+02, 1.863309220279386e+00, 2.089705227400915e-01
69, 2.016600072380000e-01, -5.746811193675738e-02, 1.753952398139281e+00, 2.019550942898773e+03, -1.105146455053898e+02, 2.396098590525680e+06, 4.919730141825909e+05, 9.771333229149209e+02, 1.840180978417740e+00, 2.203083510246892e-01
70, 1.891400069000000e-01, -5.670228146432130e-02, 1.800192146054617e+00, 2.051087855354907e+03, -1.317557010888960e+02, 2.452520876774831e+06, 5.116894544563260e+05, 9.901886621417426e+02, 1.809888295000790e+00, 2.314275588206696e-01
71, 1.769299954180000e-01, -5.583513598033686e-02, 1.857576183401633e+00, 2.096937333200319e+03, -1.555577291607705e+02, 2.524809313712317e+06, 5.338900181217687e+05, 1.001233823061027e+03, 1.784489252216187e+00, 2.439477032867471e-01
72, 1.650400012730000e-01, -5.486709202536137e-02, 1.912702009845123e+00, 2.136374590336355e+03, -1.816054664051013e+02, 2.592970888311240e+06, 5.564990569391942e+05, 1.013555334594961e+03, 1.756390157516923e+00, 2.566982098278915e-01
73, 1.534900069240000e-01, -5.379977779145956e-02, 1.974799517373058e+00, 2.181936885135645e+03, -2.097755754654323e+02, 2.670240792154167e+06, 5.814793898767069e+05, 1.025750314919659e+03, 1.728810641729532e+00, 2.707860222772307e-01
74, 1.422899961470000e-01, -5.263443049277360e-02, 2.044393288609307e+00, 2.232506814847473e+03, -2.422950818571064e+02, 2.756887809207151e+06, 6.094260159099719e+05, 1.038453103755244e+03, 1.700312939089207e+00, 2.865466939677683e-01
75, 1.314399987460000e-01, -5.137133628795417e-02, 2.118278646002697e+00, 2.281857696509140e+03, -2.756198099361928e+02, 2.847685878833598e+06, 6.402881472995197e+05, 1.052986297048632e+03, 1.667978581571353e+00, 3.039515828413633e-01
76, 1.209499984980000e-01, -5.001187382363489e-02, 2.195498004383444e+00, 2.334715075897573e+03, -3.151349205969887e+02, 2.943373359581728e+06, 6.717506602791861e+05, 1.065872851563831e+03, 1.639532011457142e+00, 3.216950606064989e-01
77, 1.108499988910000e-01, -4.856066993422563e-02, 2.272540348330058e+00, 2.381088488662564e+03, -3.544901045252701e+02, 3.037147216258697e+06, 7.048353237265837e+05, 1.080454303713759e+03, 1.607578814094140e+00, 3.403533601080450e-01
78, 1.011300012470000e-01, -4.701715290498424e-02, 2.364953555175925e+00, 2.437856883032494e+03, -4.014748027903943e+02, 3.150273741315431e+06, 7.438771006666769e+05, 1.095743539820418e+03, 1.574320015374088e+00, 3.623712104143961e-01
79, 9.181000292300000e-02, -4.538527151431038e-02, 2.457172928351153e+00, 2.483468503829514e+03, -4.509875581225028e+02, 3.260402752009704e+06, 7.855972249296941e+05, 1.113767559413566e+03, 1.535402148060339e+00, 3.858995311717990e-01
80, 8.290000259900000e-02, -4.366791468532204e-02, 2.561901558646052e+00, 2.532790307967756e+03, -5.055126494799796e+02, 3.385141715964034e+06, 8.333052343708046e+05, 1.133109856228185e+03, 1.493943503948350e+00, 4.128047566153071e-01
81, 7.440000027400000e-02, -4.186607976498817e-02, 2.679439138503649e+00, 2.583775893636235e+03, -5.687011744371289e+02, 3.524594147869139e+06, 8.873910923448199e+05, 1.153722901333484e+03, 1.450054721202500e+00, 4.433068089780805e-01
82, 6.633000075800000e-02, -3.998513962421356e-02, 2.804222918216170e+00, 2.625657661290726e+03, -6.348953611479259e+02, 3.669926217147608e+06, 9.475289608662567e+05, 1.177091717467803e+03, 1.400588992054360e+00, 4.772219299235174e-01
83, 5.869000032500000e-02, -3.802635805630503e-02, 2.951565238420747e+00, 2.675255754604199e+03, -7.134748178175391e+02, 3.842518620554990e+06, 1.017551563025000e+06, 1.200976153490585e+03, 1.350259081629051e+00, 5.167116072186388e-01
84, 5.149000138000000e-02, -3.599337852580232e-02, 3.113269580084616e+00, 2.717138983547462e+03, -7.998486351767312e+02, 4.029796387789004e+06, 1.096537417135936e+06, 1.226978839209719e+03, 1.295607688400336e+00, 5.612561655977931e-01
85, 4.473999887700000e-02, -3.389028465845557e-02, 3.286764594175749e+00, 2.752175144120059e+03, -8.977874875720172e+02, 4.229975595700697e+06, 1.182036442891120e+06, 1.252831347904191e+03, 1.241283451118237e+00, 6.094738671974175e-01
86, 3.844000026600000e-02, -3.171811260404538e-02, 3.467123493885054e+00, 2.775272943153078e+03, -1.005402197234171e+03, 4.436855511729323e+06, 1.272136889215204e+06, 1.278188426423355e+03, 1.187866404750855e+00, 6.602865682366948e-01
87, 3.260000050100000e-02, -2.948109446637338e-02, 3.672568214514304e+00, 2.796774445490656e+03, -1.131784493793601e+03, 4.673573079138778e+06, 1.373706189487590e+06, 1.303029743461441e+03, 1.135255487720854e+00, 7.175672000211993e-01
88, 2.723000012300000e-02, -2.718419978786347e-02, 3.914094595828043e+00, 2.803317121948174e+03, -1.274919235601404e+03, 4.949704561850014e+06, 1.495273918041834e+06, 1.330821430646572e+03, 1.075860228446371e+00, 7.861260684737709e-01
89, 2.232000045500000e-02, -2.482329437156798e-02, 4.199713523037722e+00, 2.777821847223606e+03, -1.433114175604038e+03, 5.271825648616578e+06, 1.643455168579808e+06, 1.363228133365616e+03, 1.005534451314287e+00, 8.696937963863430e-01
90, 1.789999939500000e-02, -2.241364555514381e-02, 4.533805332263836e+00, 2.699712306621947e+03, -1.601546595683130e+03, 5.642901756767049e+06, 1.822497221831244e+06, 1.400342763196428e+03, 9.229201407783800e-01, 9.706656638574569e-01
91, 1.394999958600000e-02, -1.994492353858276e-02, 4.928214020173781e+00, 2.554658034568452e+03, -1.776579343638460e+03, 6.076983856312720e+06, 2.037851523440998e+06, 1.440500202956039e+03, 8.298487636967711e-01, 1.092116047198054e+00
92, 1.049000024800000e-02, -1.742916196961543e-02, 5.366703871815464e+00, 2.306913839380896e+03, -1.924858545602437e+03, 6.552329452939360e+06, 2.284526713986814e+06, 1.482924205052880e+03, 7.251938766082061e-01, 1.231230038553066e+00
93, 7.519999985000000e-03, -1.486756313872443e-02, 5.824239880317895e+00, 1.931470252220071e+03, -1.989912051676655e+03, 7.038798953706414e+06, 2.551439548151269e+06, 1.526076745184893e+03, 6.079895656098163e-01, 1.381757173537074e+00
94, 5.040000193000000e-03, -1.226032473458219e-02, 6.289819342815678e+00, 1.437338150816706e+03, -1.919796688392325e+03, 7.528392860426912e+06, 2.828472391173054e+06, 1.566549482570894e+03, 4.805446675733948e-01, 1.537991549778608e+00
95, 3.049999941000000e-03, -9.605565346412577e-03, 6.683034489254573e+00, 8.842493413429140e+02, -1.680100073657103e+03, 7.937293213599718e+06, 3.067043140514741e+06, 1.598735165172079e+03, 3.544212272656182e-01, 1.672534991654713e+00
96, 1.560000004000000e-03, -6.917517506923035e-03, 7.045792803083301e+00, 3.512397461740101e+02, -1.238521928922233e+03, 8.320500607481264e+06, 3.281156397848822e+06, 1.622285959096257e+03, 2.262866454336143e-01, 1.793285480440632e+00
97, 5.600000150000000e-04, -4.173159738460802e-03, 7.176994608502986e+00, -5.755241439463850e+00, -5.471553864947595e+02, 8.447170413164899e+06, 3.370524501765932e+06, 1.636007212155596e+03, 9.402657793283983e-02, 1.843685172473827e+00
98, 5.999999800000000e-05, -1.375329724321098e-03, 6.982660817294625e+00, -9.839573283213056e+01, 3.745104806147853e+02, 8.215712872570206e+06, 3.281990516244014e+06, 1.637369590611231e+03, 6.836209145744290e-02, 1.793755886641438e+00
99, 0.000000000000000e+00, 0.000000000000000e+00, 6.755274647170327e+00, 7.407227379828450e+00, 1.076286598855319e+03, 7.969703669397926e+06, 3.153583892297060e+06, 1.626266527580318e+03, 1.970836061236999e-01, 1.721340181056465e+00
100, 5.999999800000000e-05, 1.375329724321098e-03, 6.643583250264678e+00, 2.168791716847374e+02, 1.732397911556045e+03, 7.879386108400962e+06, 3.059989533243454e+06, 1.604530233675839e+03, 3.272648299288372e-01, 1.668557066437393e+00
101, 5.600000150000000e-04, 4.173159738460802e-03, 6.263116136984861e+00, 6.238001255934146e+02, 2.451583166760778e+03, 7.512319336184358e+06, 2.800576211038129e+06, 1.557712395671990e+03, 5.104888096903938e-01, 1.522259327362803e+00
102, 1.560000004000000e-03, 6.917517506923035e-03, 5.506690056292097e+00, 1.237057643178215e+03, 2.805922236328058e+03, 6.720634955358622e+06, 2.346723548698364e+06, 1.484573293964198e+03, 7.209492980074208e-01, 1.266306326149020e+00
103, 3.049999941000000e-03, 9.605565346412577e-03, 4.768888827438566e+00, 1.745271723370263e+03, 2.744949194512509e+03, 5.925877634700380e+06, 1.926611648257071e+06, 1.407366887500746e+03, 9.069594956797097e-01, 1.029381635194852e+00
104, 5.040000193000000e-03, 1.226032473458219e-02, 4.137539836542743e+00, 2.070190853637026e+03, 2.477772796776767e+03, 5.226307223743797e+06, 1.586597918873412e+06, 1.335841826034827e+03, 1.065051194445295e+00, 8.376288006053575e-01
105, 7.519999985000000e-03, 1.486756313872443e-02, 3.606344058076047e+00, 2.235042535381481e+03, 2.143286448623479e+03, 4.621445892167416e+06, 1.316788168166379e+06, 1.271976545605930e+03, 1.200972842357319e+00, 6.854679317141469e-01
106, 1.049000024800000e-02, 1.742916196961543e-02, 3.180162038047822e+00, 2.300402681526207e+03, 1.827678437791279e+03, 4.128115197636632e+06, 1.108364246879891e+06, 1.214125566298340e+03, 1.322611773366990e+00, 5.679259789953915e-01
107, 1.394999958600000e-02, 1.994492353858276e-02, 2.828551015027456e+00, 2.299499789097141e+03, 1.548452820534949e+03, 3.714950312128167e+06, 9.425636987978135e+05, 1.160852494580272e+03, 1.434934278681928e+00, 4.744217398316951e-01
108, 1.789999939500000e-02, 2.241364555514381e-02, 2.526729400077427e+00, 2.248218482129347e+03, 1.307156680506960e+03, 3.354185855191995e+06, 8.063463460852430e+05, 1.111714407274596e+03, 1.539820691786114e+00, 3.976011257045537e-01
109, 2.232000045500000e-02, 2.482329437156798e-02, 2.270702041291440e+00, 2.171878891145756e+03, 1.106176080357461e+03, 3.044429984731882e+06, 6.945255854665013e+05, 1.065512242855663e+03, 1.640325316281861e+00, 3.345391197865434e-01
110, 2.723000012300000e-02, 2.718419978786347e-02, 2.051069426392116e+00, 2.081286596635344e+03, 9.368693677174900e+02, 2.775202553316087e+06, 6.021042515039810e+05, 1.022637414995953e+03, 1.735829494636385e+00, 2.824175398845193e-01
111, 3.260000050100000e-02, 2.948109446637338e-02, 1.862921099871579e+00, 1.984145448433581e+03, 7.971090458084733e+02, 2.541689675409589e+06, 5.258106379471219e+05, 9.832529361331925e+02, 1.825943925707881e+00, 2.393912871296025e-01
112, 3.844000026600000e-02, 3.171811260404538e-02, 1.701539198218359e+00, 1.886013623580640e+03, 6.800617258470314e+02, 2.338732782087880e+06, 4.630348417001029e+05, 9.479862938751720e+02, 1.908955817655411e+00, 2.039884906137129e-01
