"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
113, 4.473999887700000e-02, 3.389028465845557e-02, 1.562458013771548e+00, 1.789090638754513e+03, 5.823298844869104e+02, 2.161344057436871e+06, 4.114114107060893e+05, 9.172723920396003e+02, 1.983318261917127e+00, 1.748751390961697e-01
114, 5.149000138000000e-02, 3.599337852580232e-02, 1.445906834356503e+00, 1.702321539821294e+03, 5.012158762297079e+02, 2.011737025075143e+06, 3.691043688346177e+05, 8.892814238777879e+02, 2.052983986809392e+00, 1.510158225425217e-01
115, 5.869000032500000e-02, 3.802635805630503e-02, 1.342547499294550e+00, 1.619033002196817e+03, 4.326372922655102e+02, 1.877874507996690e+06, 3.327746037607438e+05, 8.634771716769698e+02, 2.118989784588761e+00, 1.305274280135315e-01
116, 6.633000075800000e-02, 3.998513962421356e-02, 1.249200208074510e+00, 1.537680421924083e+03, 3.734124287239445e+02, 1.755587788121239e+06, 3.013549511707786e+05, 8.403817810362375e+02, 2.179661747354441e+00, 1.128081216288625e-01
117, 7.440000027400000e-02, 4.186607976498817e-02, 1.168696413898147e+00, 1.465946032248324e+03, 3.237897994020686e+02, 1.650061208676974e+06, 2.743233592337706e+05, 8.176951544359217e+02, 2.240861636445293e+00, 9.756348904657330e-02
118, 8.290000259900000e-02, 4.366791468532204e-02, 1.092462877562644e+00, 1.392367236993556e+03, 2.789979790879459e+02, 1.548591808185148e+06, 2.502660289824176e+05, 7.980416531417000e+02, 2.295269269788456e+00, 8.399620964078400e-02
119, 9.181000292300000e-02, 4.538527151431038e-02, 1.027131692843992e+00, 1.329467449474990e+03, 2.424069728537578e+02, 1.462059939388514e+06, 2.292230625667519e+05, 7.774322029726454e+02, 2.353820076529741e+00, 7.212889926573018e-02
120, 1.011300012470000e-01, 4.701715290498424e-02, 9.651858387204729e-01, 1.265876312770311e+03, 2.087965414458954e+02, 1.378831955938749e+06, 2.104505225829515e+05, 7.595728141681049e+02, 2.405888775092187e+00, 6.154200984551918e-02
121, 1.108499988910000e-01, 4.856066993422563e-02, 9.096035541458267e-01, 1.207283880607969e+03, 1.802350803510301e+02, 1.303842644451478e+06, 1.939176139528462e+05, 7.426692722199621e+02, 2.456389256845915e+00, 5.221817430635294e-02
122, 1.209499984980000e-01, 5.001187382363489e-02, 8.629066493211023e-01, 1.158570084797861e+03, 1.563369298125994e+02, 1.241172403692229e+06, 1.796963701225350e+05, 7.254472423760936e+02, 2.509141368718487e+00, 4.419801635333830e-02
123, 1.314399987460000e-01, 5.137133628795417e-02, 8.154169021081524e-01, 1.104467544797981e+03, 1.333456164563738e+02, 1.175878067969257e+06, 1.667937199198299e+05, 7.125745883771037e+02, 2.549480097114761e+00, 3.692148738913955e-02
124, 1.422899961470000e-01, 5.263443049277360e-02, 7.784785013614628e-01, 1.065161391917757e+03, 1.158474060168870e+02, 1.126271639741198e+06, 1.555770912340452e+05, 6.961925462133669e+02, 2.602008961995980e+00, 3.059580063250233e-02
125, 1.534900069240000e-01, 5.379977779145956e-02, 7.376878068398053e-01, 1.016407499906887e+03, 9.751389626873456e+01, 1.069534003785898e+06, 1.451484534217365e+05, 6.854411175782388e+02, 2.637247626567738e+00, 2.471450617700412e-02
126, 1.650400012730000e-01, 5.486709202536137e-02, 7.073441468157300e-01, 9.830339027091011e+02, 8.417184881209248e+01, 1.028540375058769e+06, 1.361779768117560e+05, 6.706662606704137e+02, 2.686716725276500e+00, 1.965555070276327e-02
127, 1.769299954180000e-01, 5.583513598033686e-02, 6.732123025674412e-01, 9.410909502448638e+02, 6.971315206661798e+01, 9.807662076024509e+05, 1.277503848212410e+05, 6.610594507980917e+02, 2.719560747578582e+00, 1.490275834971823e-02
128, 1.891400069000000e-01, 5.670228146432130e-02, 6.467458534788411e-01, 9.108485253176909e+02, 5.911073041282904e+01, 9.446979101791631e+05, 1.202388220294545e+05, 6.476515439328066e+02, 2.766340031495582e+00, 1.066656629908261e-02
129, 2.016600072380000e-01, 5.746811193675738e-02, 6.169059287324585e-01, 8.733822773554310e+02, 4.773472863098029e+01, 9.027416744426673e+05, 1.130604065211719e+05, 6.384427270293536e+02, 2.799131508735497e+00, 6.618254708637365e-03
130, 2.144699990750000e-01, 5.813197420944613e-02, 5.932252615525635e-01, 8.453074545365954e+02, 3.909994977773186e+01, 8.701616950226916e+05, 1.066476160000574e+05, 6.262703636194619e+02, 2.843343888574060e+00, 3.001722040143730e-03
131, 2.275699973110000e-01, 5.869456802648413e-02, 5.675149580756587e-01, 8.124298488132508e+02, 3.007829612584859e+01, 8.338580265310578e+05, 1.006164996119912e+05, 6.176212598459941e+02, 2.875385175279375e+00, -3.995631528018272e-04
132, 2.409400045870000e-01, 5.915585896897953e-02, 5.468587921340932e-01, 7.872016397097091e+02, 2.305750103169368e+01, 8.052080388104399e+05, 9.525388450250342e+04, 6.067891993456133e+02, 2.916280155254508e+00, -3.423842936799734e-03
133, 2.545700073240000e-01, 5.951657836311273e-02, 5.250810037871386e-01, 7.589872450136620e+02, 1.594979265344616e+01, 7.743696742480020e+05, 9.023277400065292e+04, 5.986436049229748e+02, 2.947616816194216e+00, -6.255529096244522e-03
134, 2.684499919410000e-01, 5.977765596976551e-02, 5.067432633285383e-01, 7.358637178735919e+02, 1.022164204115047e+01, 7.486889279770243e+05, 8.571845493779077e+04, 5.892732079293696e+02, 2.984311195035033e+00, -8.801407105683542e-03
135, 2.825500071050000e-01, 5.994005483718394e-02, 4.887013479889998e-01, 7.124563883492436e+02, 4.715213256736844e+00, 7.231716751270574e+05, 8.152774990622340e+04, 5.811553828060373e+02, 3.016680261130299e+00, -1.116478099116794e-02
136, 2.968699932100000e-01, 6.000550062925582e-02, 4.716491618738040e-01, 6.900864575087483e+02, -1.037782416214146e-01, 6.989707968052786e+05, 7.765036648874535e+04, 5.735282150075343e+02, 3.047601673586978e+00, -1.335145522470391e-02
137, 3.113999962810000e-01, 5.997565198183213e-02, 4.569651325617891e-01, 6.712150557421342e+02, -4.258234053406722e+00, 6.783097461608271e+05, 7.413258056821174e+04, 5.651404587798708e+02, 3.082196478938335e+00, -1.533533223744712e-02
138, 3.261100053790000e-01, 5.985254444802346e-02, 4.412516491626601e-01, 6.499744015416978e+02, -8.370212418902035e+00, 6.557755401782221e+05, 7.079284319925467e+04, 5.588990335892717e+02, 3.108353437662669e+00, -1.721879767410121e-02
139, 3.409900069240000e-01, 5.963847719943702e-02, 4.286053525080433e-01, 6.336281792206715e+02, -1.157652952308735e+01, 6.379657943008908e+05, 6.777909884724834e+04, 5.508946381532608e+02, 3.142434593128584e+00, -1.891841734320351e-02
140, 3.560400009160000e-01, 5.933561549045978e-02, 4.148265707218085e-01, 6.147905794517710e+02, -1.491182185284034e+01, 6.181378547547156e+05, 6.491878945678822e+04, 5.451728153583425e+02, 3.167177541826858e+00, -2.053150642174716e-02
141, 3.712300062180000e-01, 5.894684318665333e-02, 4.037324865244306e-01, 6.002375564261685e+02, -1.752537130365282e+01, 6.024416729263482e+05, 6.234736644190260e+04, 5.379659178293823e+02, 3.198808777428171e+00, -2.198167625143839e-02
142, 3.865399956700000e-01, 5.847520956655861e-02, 3.917187165554755e-01, 5.836674787794755e+02, -2.019638178028655e+01, 5.851072884627723e+05, 5.989978399684851e+04, 5.326982606017405e+02, 3.222267054463613e+00, -2.336200542985527e-02
143, 4.019699990750000e-01, 5.792324246601335e-02, 3.818633781259018e-01, 5.705486826111270e+02, -2.231714708811134e+01, 5.710952738551054e+05, 5.768392207138420e+04, 5.262318336505177e+02, 3.251466434212895e+00, -2.461165439561006e-02
144, 4.174999892710000e-01, 5.729416860686566e-02, 3.713678715952315e-01, 5.559643225373133e+02, -2.445379558181278e+01, 5.559163915211597e+05, 5.558082217084465e+04, 5.213759370749497e+02, 3.273693015434193e+00, -2.579771052365041e-02
145, 4.331099987030000e-01, 5.659141825851464e-02, 3.627108059961746e-01, 5.443233253855902e+02, -2.618172785266131e+01, 5.435675492319181e+05, 5.367487306644910e+04, 5.155144900986086e+02, 3.300874192640058e+00, -2.687258224725299e-02
146, 4.487800002100000e-01, 5.581859897363720e-02, 3.533629270065343e-01, 5.311811190331476e+02, -2.791359508719891e+01, 5.299908714246455e+05, 5.185926095581591e+04, 5.112527829032362e+02, 3.320884610124110e+00, -2.789650786743314e-02
147, 4.645099937920000e-01, 5.497835513414191e-02, 3.459533848704501e-01, 5.212029353055451e+02, -2.928542005539969e+01, 5.194221837031903e+05, 5.022733897599301e+04, 5.057698436828668e+02, 3.346943915506262e+00, -2.881684030820599e-02
148, 4.802699983120000e-01, 5.407492053959814e-02, 3.376628441461790e-01, 5.094462021795815e+02, -3.073737771358487e+01, 5.073446145389284e+05, 4.865363964976592e+04, 5.019522500213383e+02, 3.365302067742918e+00, -2.970433772527389e-02
149, 4.960500001910000e-01, 5.311153541819326e-02, 3.307648857171076e-01, 4.999415700217885e+02, -3.183369544154282e+01, 4.974158731515564e+05, 4.722414902238485e+04, 4.973648481505458e+02, 3.387599830549894e+00, -3.051050775939666e-02
150, 5.118399858470000e-01, 5.209138375948307e-02, 3.240812339223278e-01, 4.906277106441667e+02, -3.295270230677513e+01, 4.877552847339657e+05, 4.587938469402558e+04, 4.931670431882450e+02, 3.408236171603570e+00, -3.126889587591523e-02
151, 5.276100039480000e-01, 5.101897737545535e-02, 3.172736362128471e-01, 4.809163986889593e+02, -3.394164669644945e+01, 4.778170965803290e+05, 4.460812961938889e+04, 4.897905181224023e+02, 3.424999551980082e+00, -3.198582799653794e-02
152, 5.433599948880000e-01, 4.989683951066199e-02, 3.119240141848793e-01, 4.736333526104655e+02, -3.475199839839958e+01, 4.701615985424826e+05, 4.345489868440862e+04, 4.853111572387900e+02, 3.447469139519949e+00, -3.263619967746863e-02
153, 5.590599775310000e-01, 4.872955796694115e-02, 3.056112515060935e-01, 4.644918038659804e+02, -3.564595237510102e+01, 4.608911141727418e+05, 4.233073901734198e+04, 4.825217080370771e+02, 3.461597260272367e+00, -3.327017643800108e-02
154, 5.747100114820000e-01, 4.751950934859488e-02, 3.008173867101264e-01, 4.579194091020394e+02, -3.629404930266334e+01, 4.540125939054013e+05, 4.131564434934330e+04, 4.784559298898648e+02, 3.482379820841446e+00, -3.384264532129665e-02
155, 5.902799963950000e-01, 4.627132533375768e-02, 2.951084575868648e-01, 4.496272434254297e+02, -3.700617583412463e+01, 4.456188488807617e+05, 4.030902247655688e+04, 4.758290528732171e+02, 3.495929190953679e+00, -3.441033591960418e-02
156, 6.057599782940000e-01, 4.498807223669178e-02, 2.906959121153582e-01, 4.435355305668331e+02, -3.753354855345135e+01, 4.392701069681337e+05, 3.939203290570370e+04, 4.720628399051234e+02, 3.515525237117677e+00, -3.492747782978186e-02
157, 6.211299896240000e-01, 4.367359094194759e-02, 2.854969335032040e-01, 4.359606933718511e+02, -3.811923734385145e+01, 4.316170605529665e+05, 3.848440077869964e+04, 4.695843625245282e+02, 3.528532055617241e+00, -3.543934255193000e-02
158, 6.363800168040000e-01, 4.233084266562091e-02, 2.814300454131708e-01, 4.303074408137321e+02, -3.855871316962008e+01, 4.257498344988233e+05, 3.765505737424531e+04, 4.661043952102250e+02, 3.546945922976664e+00, -3.590705586733198e-02
159, 6.514999866490000e-01, 4.096270419333766e-02, 2.766937260111608e-01, 4.233865511540750e+02, -3.904699851973965e+01, 4.187701397740094e+05, 3.683589185464377e+04, 4.637695418642404e+02, 3.559401109176112e+00, -3.636902930195270e-02
160, 6.664699912070000e-01, 3.957289370556494e-02, 2.729444918615302e-01, 4.181411968784381e+02, -3.941710498107621e+01, 4.133474741342570e+05, 3.608503952708824e+04, 4.605567970823168e+02, 3.576673556730872e+00, -3.679247709162837e-02
161, 6.812700033190000e-01, 3.816515293304169e-02, 2.686290701414691e-01, 4.118191238654876e+02, -3.982749035426179e+01, 4.069819499597699e+05, 3.534475682014025e+04, 4.583553812606913e+02, 3.588599870485987e+00, -3.720996407873378e-02
162, 6.958900094030001e-01, 3.674225211597043e-02, 2.651608783283145e-01, 4.069365281466563e+02, -4.014242241232211e+01, 4.019533389917586e+05, 3.466261622049845e+04, 4.553886845616087e+02, 3.604791008166434e+00, -3.759466146670985e-02
163, 7.103199958800001e-01, 3.530689307158652e-02, 2.612282075919337e-01, 4.011649422344407e+02, -4.049163921664725e+01, 3.961489155411032e+05, 3.399147356821592e+04, 4.532943092894918e+02, 3.616304614003621e+00, -3.797315649460878e-02
164, 7.245299816130000e-01, 3.386376679305321e-02, 2.579847246271914e-01, 3.965627191769560e+02, -4.076217232628069e+01, 3.914310613742726e+05, 3.336858357545301e+04, 4.505822978737744e+02, 3.631317494875417e+00, -3.832443913830151e-02
165, 7.385200262070000e-01, 3.241453277608040e-02, 2.544414696302584e-01, 3.913703567571172e+02, -4.106488006142952e+01, 3.862060282301342e+05, 3.275926549535369e+04, 4.485146216762977e+02, 3.642843301605412e+00, -3.866806781834765e-02
166, 7.522799968720000e-01, 3.096181144522562e-02, 2.513152282181481e-01, 3.868739363201987e+02, -4.130126245876731e+01, 3.816325843520737e+05, 3.218501597855228e+04, 4.461339456569420e+02, 3.656200485193235e+00, -3.899191936636579e-02
167, 7.657799720760000e-01, 2.951033727360171e-02, 2.482007212588069e-01, 3.823453615364208e+02, -4.156178755221477e+01, 3.770566715310969e+05, 3.163255754203966e+04, 4.439781659633430e+02, 3.668376842599691e+00, -3.930348170058742e-02
168, 7.790099978450000e-01, 2.806276676215449e-02, 2.451447245466468e-01, 3.778816734437772e+02, -4.178517587238385e+01, 3.725570262754239e+05, 3.110017496118225e+04, 4.419474432716929e+02, 3.679918130157224e+00, -3.960372213249742e-02
169, 7.919700145720000e-01, 2.662062628442961e-02, 2.423116158460981e-01, 3.737753559269582e+02, -4.198948096204590e+01, 3.684000828261344e+05, 3.059209964463992e+04, 4.398103008424400e+02, 3.692139816994032e+00, -3.989025433314870e-02
170, 8.046399950980000e-01, 2.518763605296113e-02, 2.395561203957176e-01, 3.697581775173389e+02, -4.221443949987169e+01, 3.643486663553788e+05, 3.010629589767635e+04, 4.378046802394722e+02, 3.703680700619900e+00, -4.016422634511222e-02
171, 8.170099854470000e-01, 2.376642068849115e-02, 2.367738764863701e-01, 3.656638317486514e+02, -4.240146483606430e+01, 3.602397026260288e+05, 2.963399523747169e+04, 4.360002793555291e+02, 3.714123404268173e+00, -4.043058320822154e-02
172, 8.290500044819999e-01, 2.236196298315981e-02, 2.342776669006495e-01, 3.620461339091494e+02, -4.257820502027093e+01, 3.565787580227086e+05, 2.918466179276958e+04, 4.339644158664946e+02, 3.725974310995448e+00, -4.068398756884448e-02
173, 8.407700061800000e-01, 2.097463226217677e-02, 2.316993222778247e-01, 3.582408653709221e+02, -4.276300600924411e+01, 3.527677770034121e+05, 2.875012069452625e+04, 4.322602039591933e+02, 3.735951215088659e+00, -4.092904969467345e-02
174, 8.521599769590000e-01, 1.960709133914372e-02, 2.293543723227669e-01, 3.548237711851725e+02, -4.292644014030436e+01, 3.493213465962739e+05, 2.833533817977438e+04, 4.303796438312636e+02, 3.747020983334362e+00, -4.116296884577950e-02
175, 8.631799817090000e-01, 1.826569132102762e-02, 2.269676859363643e-01, 3.512972930691272e+02, -4.309134372748583e+01, 3.457925401245567e+05, 2.793420846631672e+04, 4.287485707972376e+02, 3.756674072339876e+00, -4.138918841559807e-02
176, 8.738499879840000e-01, 1.694956337677533e-02, 2.247533085318440e-01, 3.480531712408621e+02, -4.323638192046807e+01, 3.425308044602756e+05, 2.754973319225883e+04, 4.270135428083291e+02, 3.766995859157194e+00, -4.160601561185221e-02
177, 8.841500282290000e-01, 1.566269158090452e-02, 2.225707633464333e-01, 3.448309625939415e+02, -4.338537344496149e+01, 3.393057976356891e+05, 2.718094409892149e+04, 4.254286830889054e+02, 3.776472921412340e+00, -4.181399648998119e-02
178, 8.940600156780000e-01, 1.440916392228702e-02, 2.204907231847746e-01, 3.417650366992658e+02, -4.351805669767105e+01, 3.362343469567326e+05, 2.682738452131926e+04, 4.238560216876838e+02, 3.785923385142039e+00, -4.201338858901316e-02
179, 9.035800099370001e-01, 1.319055953446835e-02, 2.185098371798075e-01, 3.388427979703613e+02, -4.365059453769691e+01, 3.333089569965230e+05, 2.649103224041068e+04, 4.223361271343553e+02, 3.795101033765452e+00, -4.220307652720839e-02
180, 9.126999974250000e-01, 1.200973104171110e-02, 2.166047920476060e-01, 3.360251755319133e+02, -4.377626758259141e+01, 3.304926174651219e+05, 2.617050979893212e+04, 4.208956793210033e+02, 3.803839481083108e+00, -4.238383713006543e-02
181, 9.214000105860000e-01, 1.087086069705918e-02, 2.147892948420344e-01, 3.333395924661705e+02, -4.389207601881778e+01, 3.278085945376653e+05, 2.586512098331680e+04, 4.195002531511217e+02, 3.812342738056033e+00, -4.255606303150864e-02
182, 9.296900033950000e-01, 9.774221272349531e-03, 2.130689739074742e-01, 3.307927092348377e+02, -4.400349892501296e+01, 3.252647641203972e+05, 2.557625747054482e+04, 4.181644667087907e+02, 3.820517831839478e+00, -4.271896938674292e-02
183, 9.375399947170000e-01, 8.725349486403867e-03, 2.114402032545383e-01, 3.283785429293274e+02, -4.410920051979443e+01, 3.228553578419398e+05, 2.530371757990176e+04, 4.168954059609118e+02, 3.828316769413535e+00, -4.287266993484799e-02
184, 9.449599981310000e-01, 7.724467125531491e-03, 2.099028751292197e-01, 3.260984971723733e+02, -4.420802489413453e+01, 3.205807977714530e+05, 2.504690132290021e+04, 4.156865405249686e+02, 3.835775186516621e+00, -4.301750304302270e-02
185, 9.519400000570000e-01, 6.774428848839826e-03, 2.084537835928059e-01, 3.239465614122394e+02, -4.430025988182373e+01, 3.184357462875811e+05, 2.480586743753546e+04, 4.145481501310445e+02, 3.842825211506774e+00, -4.315343558561324e-02
186, 9.584699869160000e-01, 5.878077433056352e-03, 2.070996586067557e-01, 3.219354974719550e+02, -4.438492995352944e+01, 3.164313197216771e+05, 2.458058135433721e+04, 4.134691511519529e+02, 3.849531249569295e+00, -4.328048705828505e-02
187, 9.645400047300000e-01, 5.038225493362627e-03, 2.058316395896129e-01, 3.200487205774165e+02, -4.446381080745456e+01, 3.145529162947671e+05, 2.437105493843206e+04, 4.124701650672990e+02, 3.855760806877719e+00, -4.339865076962699e-02
188, 9.701499938960000e-01, 4.256268552403566e-03, 2.046656344481177e-01, 3.183152232261176e+02, -4.453438706550058e+01, 3.128263326062544e+05, 2.417768548960077e+04, 4.115287140034036e+02, 3.861650001152096e+00, -4.350770265998336e-02
189, 9.752799868580000e-01, 3.536324145770189e-03, 2.035872044090705e-01, 3.167079057669902e+02, -4.460026741951711e+01, 3.112278182026694e+05, 2.400044887510436e+04, 4.106759124869295e+02, 3.867000170685686e+00, -4.360765633916079e-02
190, 9.799500107769999e-01, 2.876826092032643e-03, 2.026082349974371e-01, 3.152490487251516e+02, -4.465682544515010e+01, 3.097767411619783e+05, 2.383954705446852e+04, 4.098937079082584e+02, 3.871920472763378e+00, -4.369839791084220e-02
191, 9.841300249100000e-01, 2.283176811071472e-03, 2.017417791005535e-01, 3.139614513668561e+02, -4.471084377234565e+01, 3.084943776981382e+05, 2.369519770275251e+04, 4.091615691754595e+02, 3.876537204233123e+00, -4.377980461583871e-02
192, 9.878399968150000e-01, 1.753609743384430e-03, 2.009259233999101e-01, 3.127339870621358e+02, -4.475234836296423e+01, 3.072796926075639e+05, 2.356648879351224e+04, 4.085914302610660e+02, 3.880140033057266e+00, -4.385239079707464e-02
193, 9.910500049590000e-01, 1.293363843462116e-03, 2.002967009917649e-01, 3.118093176084350e+02, -4.479672157201501e+01, 3.063535017949644e+05, 2.345659670504454e+04, 4.079637263901057e+02, 3.884114385265179e+00, -4.391436511646708e-02
194, 9.937800168990000e-01, 9.004365425509819e-04, 1.997373114696422e-01, 3.109744215283149e+02, -4.483698636613031e+01, 3.055244841625702e+05, 2.336451987523811e+04, 4.075003691251030e+02, 3.887053410765956e+00, -4.396629241113075e-02
195, 9.960200190539999e-01, 5.769983605901485e-04, 1.988960705194337e-01, 3.096151440522000e+02, -4.475515403713564e+01, 3.042225338020147e+05, 2.328127627011924e+04, 4.077659208627934e+02, 3.885368501522152e+00, -4.401323815438626e-02
196, 9.977599978450000e-01, 3.251111630156300e-04, 1.998277588341201e-01, 3.115149872987068e+02, -4.516723359648867e+01, 3.058607178822267e+05, 2.317721759202713e+04, 4.040506648781346e+02, 3.909075650531733e+00, -4.407192268610787e-02
197, 9.990000128750000e-01, 1.452537504052920e-04, 1.978846339611140e-01, 3.075158175984212e+02, -4.470646357952539e+01, 3.024537739902843e+05, 2.338459767218065e+04, 4.116690107109926e+02, 3.860771257079769e+00, -4.395496941401818e-02
198, 9.997500181200000e-01, 3.632896519016437e-05, 1.933752228025044e-01, 2.941173905131339e+02, -3.929188556248824e+01, 2.924846204889060e+05, 2.592851893852932e+04, 4.670971617637622e+02, 3.541674628626458e+00, -4.252030936461638e-02
199, 1.000000000000000e+00, 0.000000000000000e+00, 4.669515668890949e-01, 6.953845409944087e+02, 7.306764771756936e+01, 6.987758384572574e+05, 7.011022810663765e+04, 5.230460038478539e+02, 3.266019280379424e+00, -1.760376265530992e-02
