"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,   -0.004491677673,       3.173292319,       2.721408722,       6.212098477,     0.09696107451,      0.1361945893,                 0,                 0,                 0,     0.02165892495,     0.07183807569,      0.1509626013,                 0,         1.4046316
          0,           0,           1,      0.6865739229,       3.916488618,       3.214910352,       6.903577753,       0.109426362,       0.133700441,                 0,                 0,                 0,     0.01817357833,     0.08454709174,      0.1506709192,                 0,       1.221830266
          0,           0,           2,      0.9517826038,       4.177142205,       3.468946685,       7.185054466,     0.09883728837,      0.1455409725,                 0,                 0,                 0,     0.01993801077,     0.07206280322,      0.1604927931,                 0,       1.472531014
          0,           0,           3,      0.9198482851,        4.14939997,       3.444072952,       7.197446547,      0.1015602312,      0.1513346938,                 0,                 0,                 0,     0.01922970794,     0.07373830931,      0.1666713288,                 0,       1.490097964
          0,           0,           4,      0.7275588014,       3.961134631,       3.333801078,       7.031419805,      0.1032744974,      0.1522196382,                 0,                 0,                 0,     0.01795839511,     0.07527286294,      0.1678405081,                 0,       1.473932501
          0,           0,           5,       0.648967211,       3.887086826,       3.284818179,       6.931686526,      0.1043601809,      0.1525955666,                 0,                 0,                 0,     0.01736323608,     0.07627677322,      0.1683992523,                 0,       1.462201054
          0,           0,           6,      0.6019452897,       3.833990064,       3.228730358,       6.868818979,      0.1054208454,      0.1519161803,                 0,                 0,                 0,     0.01756432992,     0.07743929806,      0.1679143698,                 0,       1.441044982
          0,           0,           7,      0.5616888384,       3.791430383,       3.151425227,       6.827940189,      0.1053323266,      0.1527172422,                 0,                 0,                 0,     0.01751574462,     0.07721302104,      0.1686878907,                 0,       1.449861094
          0,           0,           8,      0.4871638149,       3.715027892,       3.074174652,       6.767449045,      0.1057305074,      0.1523040309,                 0,                 0,                 0,     0.01746759574,     0.07767690596,      0.1683501003,                 0,       1.440492765
          0,           0,           9,      0.3991685467,       3.627158731,       2.974240082,       6.692681043,      0.1059215375,      0.1524710611,                 0,                 0,                 0,     0.01730024461,     0.07783602949,       0.168547765,                 0,        1.43947175
          0,           0,          10,      0.3012922739,       3.532122933,       2.861894262,       6.610392264,      0.1062887106,      0.1519900578,                 0,                 0,                 0,     0.01744245958,     0.07828114966,      0.1681378282,                 0,       1.429973673
          0,           0,          11,      0.2009777591,       3.434439308,       2.756109978,       6.521065083,       0.106350786,      0.1524747139,                 0,                 0,                 0,     0.01749745636,     0.07825812241,      0.1686259006,                 0,       1.433696163
          0,           0,          12,      0.1001056698,       3.338740981,       2.662292601,       6.434051597,      0.1063338505,      0.1524847789,                 0,                 0,                 0,     0.01760863955,     0.07823969637,      0.1686328719,                 0,        1.43401916
          0,           0,          13,  -0.0006970933984,        3.24301529,       2.585394205,       6.344188652,      0.1062444207,      0.1528082481,                 0,                 0,                 0,     0.01754306112,     0.07809545542,      0.1689358975,                 0,       1.438270801
          0,           0,          14,    -0.07868902629,       3.166464458,       2.534010703,       6.260299355,      0.1061689997,      0.1526340924,                 0,                 0,                 0,     0.01749015839,     0.07805142202,      0.1687512909,                 0,       1.437652166
          0,           0,          15,     -0.1370970714,       3.107613944,       2.491128418,       6.192816647,      0.1060804763,      0.1526968023,                 0,                 0,                 0,     0.01739850707,     0.07795335401,      0.1687976761,                 0,       1.439443031
          0,           0,          16,     -0.1917784319,       3.050390174,       2.440197292,        6.13163628,      0.1060603294,      0.1525252877,                 0,                 0,                 0,     0.01742816221,     0.07796329648,      0.1686252688,                 0,        1.43809932
          0,           0,          17,     -0.2461009311,       2.993142853,       2.381395982,       6.074698859,      0.1060607775,      0.1525913463,                 0,                 0,                 0,     0.01748231641,     0.07795226673,      0.1686904016,                 0,       1.438716083
          0,           0,          18,      -0.314742187,       2.922861559,       2.308727892,       6.011395803,      0.1061065217,       0.152612326,                 0,                 0,                 0,     0.01756972529,     0.07799367296,       0.168719006,                 0,       1.438293551
          0,           0,          19,     -0.4026188482,       2.834396791,       2.219635038,       5.932509487,      0.1061423099,      0.1527771969,                 0,                 0,                 0,     0.01761911388,     0.07800028786,      0.1688875867,                 0,       1.439361901
